 6.50000,  0.00000 , 0
-6.50000, -0.00000 , 1
 6.49250,  0.12750 , 0
-6.49250, -0.12750 , 1
 6.48250,  0.25470 , 0
-6.48250, -0.25470 , 1
 6.47001,  0.38156 , 0
-6.47001, -0.38156 , 1
 6.45504,  0.50802 , 0
-6.45504, -0.50802 , 1
 6.43760,  0.63405 , 0
-6.43760, -0.63405 , 1
 6.41770,  0.75959 , 0
-6.41770, -0.75959 , 1
 6.39536,  0.88459 , 0
-6.39536, -0.88459 , 1
 6.37059,  1.00900 , 0
-6.37059, -1.00900 , 1
 6.34340,  1.13279 , 0
-6.34340, -1.13279 , 1
 6.31380,  1.25590 , 0
-6.31380, -1.25590 , 1
 6.28182,  1.37828 , 0
-6.28182, -1.37828 , 1
 6.24748,  1.49989 , 0
-6.24748, -1.49989 , 1
 6.21078,  1.62068 , 0
-6.21078, -1.62068 , 1
 6.17174,  1.74062 , 0
-6.17174, -1.74062 , 1
 6.13040,  1.85964 , 0
-6.13040, -1.85964 , 1
 6.08676,  1.97771 , 0
-6.08676, -1.97771 , 1
 6.04085,  2.09479 , 0
-6.04085, -2.09479 , 1
 5.99270,  2.21083 , 0
-5.99270, -2.21083 , 1
 5.94231,  2.32578 , 0
-5.94231, -2.32578 , 1
 5.88973,  2.43961 , 0
-5.88973, -2.43961 , 1
 5.83497,  2.55227 , 0
-5.83497, -2.55227 , 1
 5.77806,  2.66373 , 0
-5.77806, -2.66373 , 1
 5.71902,  2.77393 , 0
-5.71902, -2.77393 , 1
 5.65789,  2.88285 , 0
-5.65789, -2.88285 , 1
 5.59468,  2.99043 , 0
-5.59468, -2.99043 , 1
 5.52944,  3.09664 , 0
-5.52944, -3.09664 , 1
 5.46218,  3.20145 , 0
-5.46218, -3.20145 , 1
 5.39294,  3.30481 , 0
-5.39294, -3.30481 , 1
 5.32176,  3.40669 , 0
-5.32176, -3.40669 , 1
 5.24865,  3.50704 , 0
-5.24865, -3.50704 , 1
 5.17365,  3.60585 , 0
-5.17365, -3.60585 , 1
 5.09680,  3.70305 , 0
-5.09680, -3.70305 , 1
 5.01813,  3.79864 , 0
-5.01813, -3.79864 , 1
 4.93767,  3.89256 , 0
-4.93767, -3.89256 , 1
 4.85547,  3.98479 , 0
-4.85547, -3.98479 , 1
 4.77154,  4.07529 , 0
-4.77154, -4.07529 , 1
 4.68594,  4.16404 , 0
-4.68594, -4.16404 , 1
 4.59869,  4.25100 , 0
-4.59869, -4.25100 , 1
 4.50983,  4.33614 , 0
-4.50983, -4.33614 , 1
 4.41941,  4.41943 , 0
-4.41941, -4.41943 , 1
 4.32746,  4.50084 , 0
-4.32746, -4.50084 , 1
 4.23401,  4.58034 , 0
-4.23401, -4.58034 , 1
 4.13911,  4.65792 , 0
-4.13911, -4.65792 , 1
 4.04280,  4.73354 , 0
-4.04280, -4.73354 , 1
 3.94512,  4.80717 , 0
-3.94512, -4.80717 , 1
 3.84611,  4.87879 , 0
-3.84611, -4.87879 , 1
 3.74581,  4.94838 , 0
-3.74581, -4.94838 , 1
 3.64426,  5.01591 , 0
-3.64426, -5.01591 , 1
 3.54150,  5.08137 , 0
-3.54150, -5.08137 , 1
 3.43758,  5.14473 , 0
-3.43758, -5.14473 , 1
 3.33254,  5.20596 , 0
-3.33254, -5.20596 , 1
 3.22642,  5.26506 , 0
-3.22642, -5.26506 , 1
 3.11926,  5.32200 , 0
-3.11926, -5.32200 , 1
 3.01112,  5.37676 , 0
-3.01112, -5.37676 , 1
 2.90202,  5.42934 , 0
-2.90202, -5.42934 , 1
 2.79203,  5.47970 , 0
-2.79203, -5.47970 , 1
 2.68117,  5.52784 , 0
-2.68117, -5.52784 , 1
 2.56951,  5.57374 , 0
-2.56951, -5.57374 , 1
 2.45708,  5.61738 , 0
-2.45708, -5.61738 , 1
 2.34392,  5.65877 , 0
-2.34392, -5.65877 , 1
 2.23009,  5.69788 , 0
-2.23009, -5.69788 , 1
 2.11562,  5.73470 , 0
-2.11562, -5.73470 , 1
 2.00058,  5.76923 , 0
-2.00058, -5.76923 , 1
 1.88499,  5.80145 , 0
-1.88499, -5.80145 , 1
 1.76890,  5.83136 , 0
-1.76890, -5.83136 , 1
 1.65238,  5.85895 , 0
-1.65238, -5.85895 , 1
 1.53545,  5.88422 , 0
-1.53545, -5.88422 , 1
 1.41816,  5.90715 , 0
-1.41816, -5.90715 , 1
 1.30057,  5.92775 , 0
-1.30057, -5.92775 , 1
 1.18272,  5.94601 , 0
-1.18272, -5.94601 , 1
 1.06465,  5.96194 , 0
